Match Id,Match Name,Team_Inning,BatsmanName,Batting Pos,Out By,Not Out / Out,Runs,Balls,4s,6s,SR(strike rate)
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Charith Asalanka,5,c Shakib Al Hasan b Rishad Hossain,Out,19,21,0,1,90.47
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Wanindu Hasaranga (c),6,c Soumya Sarkar b Rishad Hossain,Out,0,1,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Angelo Mathews,7,c Mustafizur Rahman b Tanzim Hasan Sakib,Out,16,19,1,0,84.21
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Dasun Shanaka,8,c Litton Das b Taskin Ahmed,Out,3,7,0,0,42.85
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Maheesh Theekshana,9,c Tanzim Hasan Sakib b Mustafizur Rahman,Out,0,3,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Matheesha Pathirana,10,not out,Not_Out,0,1,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Sri Lanka,Nuwan Thushara,11,not out,Not_Out,0,1,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Tanzid Hasan,1,b Thushara,Out,3,6,0,0,50
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Soumya Sarkar,2,c Hasaranga b de Silva,Out,0,2,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Litton Das ,3,lbw b Hasaranga,Out,36,38,2,1,94.73
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Najmul Hossain Shanto (c),4,c Asalanka b Thushara,Out,7,13,0,0,53.84
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Towhid Hridoy,5,lbw b Hasaranga,Out,40,20,1,4,200
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Shakib Al Hasan,6,c Theekshana b Pathirana,Out,8,14,0,0,57.14
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Mahmudullah,7,not out,Not_Out,16,13,0,1,123.07
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Rishad Hossain,8,b Thushara,Out,1,3,0,0,33.33
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Taskin Ahmed,9,lbw b Thushara,Out,0,1,0,0,0
T20I # 2646,Bangladesh vs Sri-Lanka-15Th-Match-Group-D-1415715,Bangladesh,Tanzim Hasan Sakib,10,not out,Not_Out,1,4,0,0,25
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Rahmanullah Gurbaz ,1,b Boult,Out,80,56,5,5,142.85
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Ibrahim Zadran,2,b Henry,Out,44,41,3,2,107.31
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Azmatullah Omarzai,3,c Ferguson b Henry,Out,22,13,1,2,169.23
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Mohammad Nabi,4,c Williamson b Ferguson,Out,0,1,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Rashid Khan (c),5,run out (Conway/Boult),Out,6,5,1,0,120
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Karim Janat,6,not out,Not_Out,1,1,0,0,100
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Gulbadin Naib,7,c Phillips b Boult,Out,0,2,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,Afghanistan,Najibullah Zadran,8,not out,Not_Out,1,1,0,0,100
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Finn Allen,1,b Fazalhaq Farooqi,Out,0,1,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Devon Conway ,2,c Ibrahim Zadran b Fazalhaq Farooqi,Out,8,10,1,0,80
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Kane Williamson (c),3,c Gulbadin Naib b Rashid Khan,Out,9,13,1,0,69.23
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Daryl Mitchell,4,c Rahmanullah Gurbaz b Fazalhaq Farooqi,Out,5,5,1,0,100
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Glenn Phillips,5,c Rashid Khan b Mohammad Nabi,Out,18,18,2,0,100
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Mark Chapman,6,b Rashid Khan,Out,4,7,0,0,57.14
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Michael Bracewell,7,lbw b Rashid Khan,Out,0,1,0,0,0
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Mitchell Santner,8,b Mohammad Nabi,Out,4,8,0,0,50
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Matt Henry,9,c Karim Janat b Fazalhaq Farooqi,Out,12,17,0,1,70.58
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Lockie Ferguson,10,c & b Rashid Khan,Out,2,5,0,0,40
T20I # 2645,Afghanistan vs New-Zealand-14Th-Match-Group-C-1415714,New Zealand,Trent Boult,11,not out,Not_Out,3,7,0,0,42.85
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Aaron Johnson,1,c Campher b Young,Out,14,13,3,0,107.69
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Navneet Dhaliwal,2,c Dockrell b Adair,Out,6,10,1,0,60
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Pargat Singh,3,c Little b Young,Out,18,14,2,0,128.57
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Dilpreet Bajwa,4,c & b Delany,Out,7,9,1,0,77.77
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Nicholas Kirton,5,c Balbirnie b McCarthy,Out,49,35,3,2,140
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Shreyas Movva ,6,run out (McCarthy/Tucker),Out,37,36,3,0,102.77
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Dilon Heyliger,7,c Little b McCarthy,Out,0,2,0,0,0
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Canada,Saad Bin Zafar (c),8,not out,Not_Out,1,1,0,0,100
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Andy Balbirnie,1,c & b Junaid Siddiqui,Out,17,19,1,0,89.47
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Paul Stirling (c),2,c Movva b Gordon,Out,9,17,1,0,52.94
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Lorcan Tucker ,3,run out (Kirton/Saad Bin Zafar),Out,10,15,0,0,66.66
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Harry Tector,4,b Saad Bin Zafar,Out,7,5,0,0,140
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Curtis Campher,5,c Johnson b Heyliger,Out,4,7,0,0,57.14
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,George Dockrell,6,not out,Not_Out,30,23,2,1,130.43
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Gareth Delany,7,c Movva b Heyliger,Out,3,7,0,0,42.85
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Mark Adair,8,c & b Gordon,Out,34,24,3,1,141.66
T20I # 2644,Canada vs Ireland-13Th-Match-Group-A-1415713,Ireland,Barry McCarthy,9,not out,Not_Out,2,3,0,0,66.66
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,JP Kotze,1,c McMullen b Wheal,Out,0,3,0,0,0
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Nikolaas Davin,2,c Currie b Sole,Out,20,12,4,0,166.66
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Jan Frylinck,3,b Currie,Out,12,14,2,0,85.71
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Gerhard Erasmus (c),4,st Cross b Leask,Out,52,31,5,2,167.74
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Malan Kruger,5,c Jones b Greaves,Out,2,8,0,0,25
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Zane Green ,6,c Jones b Wheal,Out,28,27,1,1,103.7
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,David Wiese,7,c Watt b Wheal,Out,14,13,0,1,107.69
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Ruben Trumpelmann,8,c Wheal b Currie,Out,1,2,0,0,50
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,JJ Smit,9,run out (Jones/Wheal),Out,11,8,0,1,137.5
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Bernard Scholtz,10,not out,Not_Out,6,4,0,0,150
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Namibia,Tangeni Lungameni,11,not out,Not_Out,0,0,0,0,-
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,George Munsey,1,c Wiese b Lungameni,Out,7,15,0,0,46.66
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Michael Jones,2,c Green b Erasmus,Out,26,20,3,1,130
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Brandon McMullen,3,st Green b Erasmus,Out,19,17,2,0,111.76
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Richie Berrington (c),4,not out,Not_Out,47,35,2,2,134.28
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Matthew Cross ,5,lbw b Scholtz,Out,3,5,0,0,60
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Michael Leask,6,c Wiese b Trumpelmann,Out,35,17,0,4,205.88
T20I # 2643,Namibia vs Scotland-12Th-Match-Group-B-1415712,Scotland,Chris Greaves,7,not out,Not_Out,4,3,0,0,133.33
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Mohammad Rizwan,1,c Taylor b Netravalkar,Out,9,8,0,1,112.5
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Babar Azam (c),2,lbw b Jasdeep Singh,Out,44,43,3,2,102.32
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Usman Khan,3,c Kumar b Kenjige,Out,3,3,0,0,100
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Fakhar Zaman,4,c Taylor b Ali Khan,Out,11,7,0,1,157.14
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Shadab Khan,5,c Netravalkar b Kenjige,Out,40,25,1,3,160
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Azam Khan ,6,lbw b Kenjige,Out,0,1,0,0,0
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Iftikhar Ahmed,7,lbw b Netravalkar,Out,18,14,3,0,128.57
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Shaheen Shah Afridi,8,not out,Not_Out,23,16,1,2,143.75
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,Pakistan,Haris Rauf,9,not out,Not_Out,3,3,0,0,100
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Steven Taylor,1,c Mohammad Rizwan b Naseem Shah,Out,12,16,1,0,75
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Monank Patel (c),2,c Mohammad Rizwan b Mohammad Amir,Out,50,38,7,1,131.57
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Andries Gous,3,b Haris Rauf,Out,35,26,5,1,134.61
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Aaron Jones,4,not out,Not_Out,36,26,2,2,138.46
T20I # 2642,United-States-Of-America vs Pakistan-11Th-Match-Group-A-1415711,United States of America,Nitish Kumar,5,not out,Not_Out,14,14,1,0,100
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,David Warner,1,c Shoaib Khan b Kaleemullah,Out,56,51,6,1,109.8
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Travis Head,2,c Khalid Kail b Bilal Khan,Out,12,10,2,0,120
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Mitchell Marsh (c),3,c Shoaib Khan b Mehran Khan,Out,14,21,2,0,66.66
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Glenn Maxwell,4,c Aqib Ilyas b Mehran Khan,Out,0,1,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Marcus Stoinis,5,not out,Not_Out,67,36,2,6,186.11
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Australia,Tim David,6,run out (Ayaan Khan/Athavale),Out,9,4,2,0,225
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Kashyap Prajapati,1,lbw b Ellis,Out,7,16,1,0,43.75
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Pratik Athavale ,2,lbw b Starc,Out,0,1,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Aqib Ilyas (c),3,c Wade b Stoinis,Out,18,18,2,1,100
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Zeeshan Maqsood,4,c Wade b Stoinis,Out,1,7,0,0,14.28
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Khalid Kail,5,c Maxwell b Starc,Out,8,12,1,0,66.66
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Ayaan Khan,6,c Hazlewood b Zampa,Out,36,30,2,2,120
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Shoaib Khan,7,b Zampa,Out,0,4,0,0,0
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Mehran Khan,8,c David b Stoinis,Out,27,16,1,2,168.75
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Shakeel Ahmed,9,c Warner b Ellis,Out,11,10,1,0,110
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Kaleemullah,10,not out,Not_Out,6,4,0,0,150
T20I # 2641,Australia vs Oman-10Th-Match-Group-B-1415710,Oman,Bilal Khan,11,not out,Not_Out,1,2,0,0,50
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Assad Vala (c),1,lbw b Ramjani,Out,0,2,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Tony Ura,2,c Mukasa b Kyewuta,Out,2,6,0,0,33.33
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Sese Bau,3,c Mukasa b Miyagi,Out,5,9,1,0,55.55
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Lega Siaka,4,run out (Kyewuta/Ssesazi),Out,12,17,1,0,70.58
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Hiri Hiri,5,lbw b Nsubuga,Out,15,19,2,0,78.94
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Charles Amini,6,b Nsubuga,Out,5,14,0,0,35.71
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Kiplin Doriga ,7,lbw b Ramjani,Out,12,20,0,1,60
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Chad Soper,8,b Masaba,Out,4,11,0,0,36.36
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Norman Vanua,9,c Ssesazi b Kyewuta,Out,5,10,0,0,50
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,Alei Nao,10,b Miyagi,Out,5,6,0,0,83.33
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Papua New Guinea,John Kariko,11,not out,Not_Out,0,2,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Roger Mukasa,1,lbw b Nao,Out,0,3,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Simon Ssesazi ,2,lbw b Nao,Out,1,3,0,0,33.33
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Robinson Obuya,3,c Vala b Vanua,Out,1,2,0,0,50
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Riazat Ali Shah,4,c Kariko b Vanua,Out,33,56,1,0,58.92
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Alpesh Ramjani,5,b Soper,Out,8,10,1,0,80
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Dinesh Nakrani,6,c & b Vala,Out,0,3,0,0,0
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Juma Miyagi,7,run out (Vanua/Nao),Out,13,16,0,0,81.25
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Kenneth Waiswa,8,not out,Not_Out,7,16,0,0,43.75
T20I # 2640,Papua-New-Guinea vs Uganda-9Th-Match-Group-C-1415709,Uganda,Brian Masaba (c),9,not out,Not_Out,0,1,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Andy Balbirnie,1,b Arshdeep Singh,Out,5,10,1,0,50
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Paul Stirling (c),2,c Pant b Arshdeep Singh,Out,2,6,0,0,33.33
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Lorcan Tucker ,3,b Pandya,Out,10,13,2,0,76.92
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Harry Tector,4,c Kohli b Bumrah,Out,4,16,0,0,25
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Curtis Campher,5,c Pant b Pandya,Out,12,8,1,1,150
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,George Dockrell,6,c Bumrah b Mohammed Siraj,Out,3,5,0,0,60
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Gareth Delany,7,run out (Mohammed Siraj/Pant),Out,26,14,2,2,185.71
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Mark Adair,8,c Dube b Pandya,Out,3,2,0,0,150
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Barry McCarthy,9,c & b Patel,Out,0,6,0,0,0
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Josh Little,10,b Bumrah,Out,14,13,2,0,107.69
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,Ireland,Ben White,11,not out,Not_Out,2,4,0,0,50
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Rohit Sharma (c),1,retired hurt,Out,52,37,4,3,140.54
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Virat Kohli,2,c White b Adair,Out,1,5,0,0,20
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Rishabh Pant ,3,not out,Not_Out,36,26,3,2,138.46
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Suryakumar Yadav,4,c Dockrell b White,Out,2,4,0,0,50
T20I # 2639,India vs Ireland-8Th-Match-Group-A-1415708,India,Shivam Dube,5,not out,Not_Out,0,2,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Kushal Bhurtel,1,lbw b van Beek,Out,7,10,1,0,70
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Aasif Sheikh ,2,c Kingma b Pringle,Out,4,8,1,0,50
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Anil Sah,3,c van Beek b Pringle,Out,11,12,2,0,91.66
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Rohit Paudel (c),4,c O'Dowd b Pringle,Out,35,37,5,0,94.59
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Kushal Malla,5,c O'Dowd b van Meekeren,Out,9,9,1,0,100
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Dipendra Singh Airee,6,c van Beek b de Leede,Out,1,6,0,0,16.66
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Sompal Kami,7,b van Meekeren,Out,0,5,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Gulsan Jha,8,b van Beek,Out,14,15,0,1,93.33
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Karan KC,9,c Kingma b de Leede,Out,17,12,0,2,141.66
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Sagar Dhakal,10,not out,Not_Out,0,1,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Nepal,Abinash Bohara,11,c & b van Beek,Out,0,1,0,0,0
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Michael Levitt,1,c Airee b Sompal Kami,Out,1,3,0,0,33.33
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Max O'Dowd,2,not out,Not_Out,54,48,4,1,112.5
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Vikramjit Singh,3,lbw b Airee,Out,22,28,4,0,78.57
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Sybrand Engelbrecht,4,run out (Sompal Kami),Out,14,16,1,0,87.5
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Scott Edwards (c),5,b Bohara,Out,5,8,0,0,62.5
T20I # 2638,Nepal vs Netherlands-7Th-Match-Group-D-1415707,Netherlands,Bas de Leede,6,not out,Not_Out,11,10,1,0,110
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Rahmanullah Gurbaz ,1,c Riazat Ali Shah b Ramjani,Out,76,45,4,4,168.88
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Ibrahim Zadran,2,b Masaba,Out,70,46,9,1,152.17
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Najibullah Zadran,3,c Nakrani b Masaba,Out,2,3,0,0,66.66
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Mohammad Nabi,4,not out,Not_Out,14,16,0,0,87.5
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Gulbadin Naib,5,c Masaba b Kyewuta,Out,4,5,0,0,80
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Azmatullah Omarzai,6,c Ramjani b Kyewuta,Out,5,5,0,0,100
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Afghanistan,Rashid Khan (c),7,not out,Not_Out,2,1,0,0,200
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Ronak Patel,1,b Fazalhaq Farooqi,Out,4,2,1,0,200
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Simon Ssesazi ,2,c Fazalhaq Farooqi b Mujeeb Ur Rahman,Out,4,4,1,0,100
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Roger Mukasa,3,lbw b Fazalhaq Farooqi,Out,0,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Riazat Ali Shah,4,b Fazalhaq Farooqi,Out,11,34,0,0,32.35
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Dinesh Nakrani,5,b Naveen-ul-Haq,Out,6,8,1,0,75
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Alpesh Ramjani,6,c Gulbadin Naib b Naveen-ul-Haq,Out,0,2,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Robinson Obuya,7,c Rahmanullah Gurbaz b Fazalhaq Farooqi,Out,14,25,0,1,56
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Brian Masaba (c),8,c Rahmanullah Gurbaz b Fazalhaq Farooqi,Out,0,1,0,0,0
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Bilal Hassan,9,lbw b Rashid Khan,Out,8,16,1,0,50
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Cosmas Kyewuta,10,not out,Not_Out,2,2,0,0,100
T20I # 2636,Afghanistan vs Uganda-5Th-Match-Group-C-1415705,Uganda,Henry Ssenyondo,11,b Rashid Khan,Out,0,1,0,0,0
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Pathum Nissanka,1,c Klaasen b Baartman,Out,3,8,0,0,37.5
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Kusal Mendis ,2,c Stubbs b Nortje,Out,19,30,1,0,63.33
T20I # 2635,South-Africa vs Sri-Lanka-4Th-Match-Group-D-1415704,Sri Lanka,Kamindu Mendis,3,c Hendricks b Nortje,Out,11,15,1,0,73.33
